,Month,Hora,Temperatura_Media,Temperatura_Minima,Temperatura_Maxima,Brillo_Solar,Energia_Radiacion_Solar,Humedad_Relativa,Precipitaciones,Evaporaciones,Velocidad_del_Viento,FechaHora
8471,2003-03-12,00:00:00,13.1,10.4,17.4,1.6,284.08,88.0,1.8,1.42,0.34,2003-03-12
8472,2003-03-13,00:00:00,14.2,10.8,20.4,5.8,519.4,76.0,,4.46,1.07,2003-03-13
8473,2003-03-14,00:00:00,14.7,10.8,20.8,4.4,614.8,77.3,2.0,3.64,0.97,2003-03-14
8474,2003-03-15,00:00:00,13.6,11.6,16.6,0.5,318.0,82.6,1.7,2.34,0.76,2003-03-15
8475,2003-03-16,00:00:00,13.8,11.2,16.2,1.1,243.8,86.6,5.4,1.76,0.53,2003-03-16
8476,2003-03-17,00:00:00,13.0,11.4,18.0,1.0,265.0,90.3,,2.82,0.38,2003-03-17
8477,2003-03-18,00:00:00,13.7,10.6,19.6,3.8,358.28,82.0,,6.4,0.71,2003-03-18
8478,2003-03-19,00:00:00,13.0,9.2,18.6,1.8,188.68,81.6,0.1,1.6,0.48,2003-03-19
8479,2003-03-20,00:00:00,13.1,10.6,18.0,0.5,256.52,84.6,4.7,1.04,0.38,2003-03-20
8480,2003-03-21,00:00:00,13.4,10.0,21.6,3.7,400.68,78.3,3.8,2.72,0.6900000000000001,2003-03-21
8481,2003-03-22,00:00:00,13.4,7.8,18.2,1.2,233.2,82.3,,5.12,0.46,2003-03-22
8482,2003-03-23,00:00:00,15.3,8.4,22.2,8.4,561.8,75.0,0.0,4.4,0.72,2003-03-23
8483,2003-03-24,00:00:00,14.4,5.6,22.8,7.2,568.16,67.6,0.0,4.16,0.79,2003-03-24
8484,2003-03-25,00:00:00,13.1,5.8,19.4,7.3,551.2,80.3,0.1,3.8,0.85,2003-03-25
8485,2003-03-26,00:00:00,13.7,11.4,19.8,2.6,354.04,80.6,6.9,1.76,0.68,2003-03-26
8486,2003-03-27,00:00:00,13.5,10.8,18.4,1.6,212.0,84.0,7.6,2.72,0.38,2003-03-27
8487,2003-03-28,00:00:00,12.6,9.6,16.6,1.6,250.16,88.6,5.2,0.28,0.67,2003-03-28
8488,2003-03-29,00:00:00,14.3,10.6,18.6,4.5,449.44,81.3,0.0,3.1,0.8200000000000001,2003-03-29
8489,2003-03-30,00:00:00,13.1,9.0,18.4,2.4,252.96,84.0,0.0,2.56,0.63,2003-03-30
8490,2003-03-31,00:00:00,14.6,10.0,21.0,7.8,555.44,78.3,0.9,4.88,0.63,2003-03-31
8491,2003-04-01,00:00:00,13.3,5.2,19.8,9.2,,76.3,0.0,4.72,1.09,2003-04-01
8492,2003-04-02,00:00:00,12.9,5.0,19.0,9.2,,76.3,0.0,5.12,1.19,2003-04-02
8493,2003-04-03,00:00:00,13.3,7.6,19.4,9.5,568.16,76.0,0.0,4.0,1.14,2003-04-03
8494,2003-04-04,00:00:00,13.1,10.6,17.2,0.5,292.56,86.0,0.0,1.9,0.81,2003-04-04
8495,2003-04-05,00:00:00,13.6,10.0,18.0,2.2,381.6,83.3,0.0,2.64,0.77,2003-04-05
8496,2003-04-06,00:00:00,14.0,9.4,18.8,5.3,517.28,77.6,0.2,4.6,0.79,2003-04-06
8497,2003-04-07,00:00:00,12.8,10.4,17.8,3.0,413.4,79.6,0.0,1.84,0.87,2003-04-07
8498,2003-04-08,00:00:00,12.3,9.8,15.8,3.0,396.44,85.3,0.0,2.38,0.99,2003-04-08
8499,2003-04-09,00:00:00,12.3,5.2,17.6,6.9,457.92,77.6,0.0,3.3,0.86,2003-04-09
8500,2003-04-10,00:00:00,13.7,8.0,19.4,7.8,538.48,83.0,,4.64,0.87,2003-04-10
8501,2003-04-11,00:00:00,12.1,5.0,17.6,6.4,466.4,82.3,0.1,2.56,0.68,2003-04-11
8502,2003-04-12,00:00:00,12.4,11.0,17.8,2.0,243.8,89.6,5.3,1.2,0.41,2003-04-12
8503,2003-04-13,00:00:00,13.7,10.4,18.0,5.2,506.68,83.0,0.2,4.0,0.93,2003-04-13
8504,2003-04-14,00:00:00,13.9,11.2,18.4,4.8,474.88,83.6,0.5,3.02,0.91,2003-04-14
8505,2003-04-15,00:00:00,13.8,11.0,17.6,3.5,438.84,83.3,1.1,3.02,0.86,2003-04-15
8506,2003-04-16,00:00:00,14.6,8.8,20.6,6.0,566.04,80.0,0.4,4.32,0.7000000000000001,2003-04-16
8507,2003-04-17,00:00:00,14.1,9.8,17.6,1.4,320.12,83.0,1.0,1.86,0.53,2003-04-17
8508,2003-04-18,00:00:00,14.9,11.0,20.4,4.9,457.92,78.3,0.0,3.36,0.8300000000000001,2003-04-18
8509,2003-04-19,00:00:00,14.6,10.8,19.4,4.0,449.44,79.3,9.0,3.6,0.78,2003-04-19
8510,2003-04-20,00:00:00,14.5,8.8,18.8,5.3,387.96,82.3,1.0,3.0,0.72,2003-04-20
8511,2003-04-21,00:00:00,12.4,11.4,16.4,0.5,154.76,90.0,,0.38,0.23,2003-04-21
8512,2003-04-22,00:00:00,13.6,10.2,18.2,9.0,612.68,82.3,0.0,5.04,1.07,2003-04-22
8513,2003-04-23,00:00:00,14.1,10.0,18.6,3.4,466.4,77.6,0.2,3.26,0.96,2003-04-23
8514,2003-04-24,00:00:00,14.2,11.2,18.6,7.2,566.04,79.0,4.1,4.36,0.99,2003-04-24
8515,2003-04-25,00:00:00,13.8,10.4,18.2,3.6,440.96,81.0,5.6,2.94,0.76,2003-04-25
8516,2003-04-26,00:00:00,13.8,10.4,17.4,7.5,540.6,83.6,1.0,3.78,0.93,2003-04-26
8517,2003-04-27,00:00:00,12.4,11.2,15.4,0.3,277.72,85.3,0.4,1.84,0.79,2003-04-27
8518,2003-04-28,00:00:00,14.2,7.8,18.4,10.6,629.64,72.3,0.0,4.16,0.99,2003-04-28
8519,2003-04-29,00:00:00,13.1,8.2,18.2,2.9,407.04,84.6,3.5,2.92,0.78,2003-04-29
8520,2003-04-30,00:00:00,13.2,10.4,16.6,1.4,305.28,82.3,0.1,1.68,0.9,2003-04-30
8521,2003-05-01,00:00:00,13.1,4.8,19.6,10.0,,75.6,0.0,5.9,1.12,2003-05-01
8522,2003-05-02,00:00:00,13.7,5.2,19.6,9.0,,77.3,0.0,5.02,1.15,2003-05-02
8523,2003-05-03,00:00:00,13.2,6.2,20.6,9.4,521.52,72.6,0.0,4.36,1.15,2003-05-03
8524,2003-05-04,00:00:00,15.2,9.4,20.8,7.5,623.28,77.3,0.0,4.88,1.15,2003-05-04
8525,2003-05-05,00:00:00,14.1,11.6,19.0,5.6,506.68,78.6,0.0,3.56,1.08,2003-05-05
8526,2003-05-06,00:00:00,12.2,10.6,15.0,0.0,233.2,83.6,0.0,1.58,0.72,2003-05-06
8527,2003-05-07,00:00:00,12.7,10.4,17.4,2.6,322.24,82.6,0.0,2.16,0.78,2003-05-07
8528,2003-05-08,00:00:00,12.9,9.6,16.8,4.8,373.12,81.0,0.0,2.98,0.98,2003-05-08
8529,2003-05-09,00:00:00,12.5,8.8,18.4,6.8,544.84,81.0,0.5,3.64,0.94,2003-05-09
8530,2003-05-10,00:00:00,14.0,10.6,19.4,5.1,477.0,78.0,1.2,3.7,0.77,2003-05-10
8531,2003-05-11,00:00:00,13.0,8.0,18.6,5.7,566.04,83.0,0.0,3.38,0.85,2003-05-11
8532,2003-05-12,00:00:00,14.0,8.4,20.2,6.7,428.24,82.0,0.6000000000000001,2.2,0.62,2003-05-12
8533,2003-05-13,00:00:00,13.7,10.0,18.0,9.2,472.76,81.0,0.5,4.88,1.14,2003-05-13
8534,2003-05-14,00:00:00,13.2,10.4,17.2,6.3,508.8,81.6,0.0,3.62,0.94,2003-05-14
8535,2003-05-15,00:00:00,13.4,8.4,19.0,5.5,409.16,82.0,3.1,2.1,1.05,2003-05-15
8536,2003-05-16,00:00:00,12.9,10.2,16.2,5.3,481.24,86.3,0.6000000000000001,2.24,0.92,2003-05-16
8537,2003-05-17,00:00:00,13.9,10.2,17.8,3.1,371.0,85.3,6.0,2.42,0.76,2003-05-17
8538,2003-05-18,00:00:00,13.0,11.6,16.2,1.0,248.04,,1.2,1.5,0.64,2003-05-18
8539,2003-05-19,00:00:00,13.9,9.6,17.8,1.4,318.0,82.0,,2.54,0.76,2003-05-19
8540,2003-05-20,00:00:00,12.9,10.0,15.8,0.9,279.84,86.0,4.2,2.1,0.7000000000000001,2003-05-20
8541,2003-05-21,00:00:00,14.0,8.8,18.8,7.9,568.16,80.0,0.0,3.62,0.89,2003-05-21
8542,2003-05-22,00:00:00,14.3,11.4,19.2,5.4,483.36,82.3,3.8,3.58,0.86,2003-05-22
8543,2003-05-23,00:00:00,14.2,10.2,18.0,7.6,477.0,77.3,0.4,3.22,1.0,2003-05-23
8544,2003-05-24,00:00:00,13.6,10.0,18.6,7.3,544.84,82.6,0.0,4.14,1.05,2003-05-24
8545,2003-05-25,00:00:00,13.6,10.4,17.8,5.2,466.4,84.6,0.0,3.6,0.93,2003-05-25
8546,2003-05-26,00:00:00,13.7,8.0,19.2,7.8,608.44,77.6,0.0,4.22,0.89,2003-05-26
8547,2003-05-27,00:00:00,13.7,8.4,18.0,7.5,648.72,75.6,0.0,4.16,0.96,2003-05-27
8548,2003-05-28,00:00:00,12.7,7.6,17.0,4.3,377.36,81.6,0.0,2.26,0.99,2003-05-28
8549,2003-05-29,00:00:00,13.4,10.0,17.8,5.5,489.72,78.3,0.0,4.1,0.98,2003-05-29
8550,2003-05-30,00:00:00,14.1,9.6,18.6,5.6,424.0,76.6,0.0,3.82,1.08,2003-05-30
8551,2003-05-31,00:00:00,12.6,7.4,17.8,1.2,318.0,85.0,0.0,1.48,0.65,2003-05-31
8552,2003-06-01,00:00:00,13.9,8.8,19.8,9.2,,75.3,0.0,3.9,1.11,2003-06-01
8553,2003-06-02,00:00:00,14.1,9.0,19.8,7.9,,72.3,0.0,4.24,1.11,2003-06-02
8554,2003-06-03,00:00:00,14.1,8.2,20.8,9.3,689.0,68.0,0.0,5.26,1.25,2003-06-03
8555,2003-06-04,00:00:00,14.3,9.6,19.0,9.4,636.0,76.6,0.5,4.22,1.19,2003-06-04
8556,2003-06-05,00:00:00,13.5,9.4,17.6,7.6,616.92,77.0,0.0,4.1,0.99,2003-06-05
8557,2003-06-06,00:00:00,13.5,9.2,18.2,7.0,468.52,78.6,7.8,2.86,0.94,2003-06-06
8558,2003-06-07,00:00:00,12.8,6.2,18.8,7.2,483.36,77.6,0.0,3.46,0.9,2003-06-07
8559,2003-06-08,00:00:00,12.5,5.8,18.2,9.7,597.84,81.0,0.0,4.08,1.05,2003-06-08
8560,2003-06-09,00:00:00,13.4,8.4,19.4,6.1,462.16,82.0,,3.18,0.78,2003-06-09
8561,2003-06-10,00:00:00,13.3,9.2,17.6,2.9,402.8,82.0,0.0,3.12,0.78,2003-06-10
8562,2003-06-11,00:00:00,13.6,10.0,17.6,6.0,525.76,77.6,0.0,3.8,0.97,2003-06-11
8563,2003-06-12,00:00:00,12.7,8.8,15.8,0.0,207.76,87.6,0.5,0.5,0.31,2003-06-12
8564,2003-06-13,00:00:00,13.6,10.6,18.8,7.0,479.12,82.3,0.2,2.96,0.84,2003-06-13
8565,2003-06-14,00:00:00,13.4,9.2,18.8,5.7,438.84,83.3,0.5,3.0,0.79,2003-06-14
8566,2003-06-15,00:00:00,12.4,6.8,18.8,2.2,430.72,85.6,0.6000000000000001,2.36,0.62,2003-06-15
8567,2003-06-16,00:00:00,13.5,8.6,18.4,4.6,373.12,81.0,1.0,2.4,0.79,2003-06-16
8568,2003-06-17,00:00:00,13.3,,19.0,5.1,430.36,84.0,3.0,3.02,0.86,2003-06-17
8569,2003-06-18,00:00:00,12.6,9.0,16.0,0.8,334.96,86.3,0.0,1.93,0.7000000000000001,2003-06-18
8570,2003-06-19,00:00:00,12.5,6.6,18.2,3.6,366.76,81.3,0.8,1.86,0.67,2003-06-19
8571,2003-06-20,00:00:00,13.8,9.6,18.6,8.3,572.4,80.3,1.3,3.9,1.0,2003-06-20
8572,2003-06-21,00:00:00,11.8,9.8,16.8,1.4,258.64,,9.7,0.94,0.6000000000000001,2003-06-21
8573,2003-06-22,00:00:00,12.2,7.6,14.6,0.6000000000000001,305.28,87.3,0.3,2.06,0.74,2003-06-22
8574,2003-06-23,00:00:00,12.8,8.4,17.0,7.8,555.44,82.6,0.0,3.86,0.92,2003-06-23
8575,2003-06-24,00:00:00,12.7,6.6,17.4,8.3,508.8,82.6,0.0,3.08,0.93,2003-06-24
8576,2003-06-25,00:00:00,10.5,6.2,13.6,1.0,296.8,90.0,0.0,1.3,1.06,2003-06-25
8577,2003-06-26,00:00:00,12.8,9.6,17.4,5.6,521.52,81.3,0.2,3.28,1.09,2003-06-26
8578,2003-06-27,00:00:00,12.8,7.6,16.8,7.3,483.36,80.6,0.0,3.06,1.19,2003-06-27
8579,2003-06-28,00:00:00,10.8,7.8,13.8,0.4,222.6,89.0,2.7,0.14,0.61,2003-06-28
8580,2003-06-29,00:00:00,12.4,10.0,17.4,3.9,417.64,86.0,0.0,3.02,0.87,2003-06-29
8581,2003-06-30,00:00:00,13.1,9.6,18.4,7.5,530.0,82.6,3.0,3.82,0.92,2003-06-30
8582,2003-07-01,00:00:00,12.4,4.4,18.6,9.6,,71.6,0.0,5.24,1.18,2003-07-01
8583,2003-07-02,00:00:00,13.8,10.6,19.8,4.4,,79.0,0.0,2.74,1.0,2003-07-02
8584,2003-07-03,00:00:00,13.3,4.8,20.6,9.1,655.08,69.6,0.0,5.04,1.07,2003-07-03
8585,2003-07-04,00:00:00,14.1,10.0,19.0,4.7,436.72,81.0,2.5,3.04,0.91,2003-07-04
8586,2003-07-05,00:00:00,13.3,9.6,18.4,5.1,468.52,80.6,0.5,3.35,1.0,2003-07-05
8587,2003-07-06,00:00:00,12.9,8.0,16.8,3.4,460.04,82.3,0.0,2.96,0.9,2003-07-06
8588,2003-07-07,00:00:00,12.6,5.6,17.2,5.7,445.2,80.3,0.0,2.86,0.96,2003-07-07
8589,2003-07-08,00:00:00,13.4,8.2,19.2,7.6,506.68,82.0,1.9,4.2,0.99,2003-07-08
8590,2003-07-09,00:00:00,13.7,8.2,19.4,7.3,555.44,81.0,0.0,4.24,0.79,2003-07-09
8591,2003-07-10,00:00:00,12.9,11.4,16.4,0.0,250.16,87.0,2.0,1.2,0.49,2003-07-10
8592,2003-07-11,00:00:00,12.2,9.6,16.6,0.0,310.04,88.3,1.5,0.52,0.48,2003-07-11
8593,2003-07-12,00:00:00,12.9,8.4,17.4,7.9,428.24,82.3,0.0,2.66,0.77,2003-07-12
8594,2003-07-13,00:00:00,11.8,9.6,15.2,2.6,356.16,84.0,3.6,2.38,0.92,2003-07-13
8595,2003-07-14,00:00:00,11.5,8.6,15.4,4.3,449.44,85.3,0.0,2.76,0.99,2003-07-14
8596,2003-07-15,00:00:00,12.0,7.4,16.0,5.1,424.0,81.3,0.0,2.44,1.06,2003-07-15
8597,2003-07-16,00:00:00,12.1,9.0,15.8,6.9,536.36,84.0,5.6,3.9,1.09,2003-07-16
8598,2003-07-17,00:00:00,11.5,9.6,14.6,2.1,351.92,88.6,0.8,1.68,0.86,2003-07-17
8599,2003-07-18,00:00:00,12.4,9.8,16.8,7.0,523.64,81.6,0.0,2.82,1.04,2003-07-18
8600,2003-07-19,00:00:00,12.2,7.8,16.2,4.7,390.08,86.3,0.5,2.34,1.35,2003-07-19
8601,2003-07-20,00:00:00,12.0,10.0,15.2,5.1,483.36,86.6,0.6000000000000001,3.0,1.12,2003-07-20
8602,2003-07-21,00:00:00,12.7,10.2,16.8,7.5,576.64,84.0,0.4,3.78,1.23,2003-07-21
8603,2003-07-22,00:00:00,12.5,7.4,16.8,6.9,555.44,84.0,0.0,3.64,1.33,2003-07-22
8604,2003-07-23,00:00:00,12.4,9.6,16.8,2.7,398.56,83.6,0.1,2.42,1.16,2003-07-23
8605,2003-07-24,00:00:00,12.5,8.4,17.6,5.3,491.84,84.3,2.2,3.2,1.13,2003-07-24
8606,2003-07-25,00:00:00,11.7,9.6,14.8,7.6,563.92,87.0,0.1,3.52,1.56,2003-07-25
8607,2003-07-26,00:00:00,12.5,10.0,16.6,3.2,404.92,85.0,0.4,2.56,1.03,2003-07-26
8608,2003-07-27,00:00:00,12.1,9.8,15.2,1.8,313.76,84.0,0.0,2.62,0.85,2003-07-27
8609,2003-07-28,00:00:00,12.3,7.0,17.4,6.6,540.6,84.6,0.0,3.54,1.01,2003-07-28
8610,2003-07-29,00:00:00,13.4,9.4,18.6,8.3,614.8,81.0,4.6,4.6,1.29,2003-07-29
8611,2003-07-30,00:00:00,12.4,9.0,15.4,0.5,301.04,86.3,2.0,0.94,0.74,2003-07-30
8612,2003-07-31,00:00:00,13.1,9.8,17.4,7.2,487.6,83.6,3.2,2.98,1.04,2003-07-31
8613,2003-08-01,00:00:00,12.8,3.6,19.6,10.1,,74.0,0.0,5.0,1.27,2003-08-01
8614,2003-08-02,00:00:00,14.0,10.0,19.4,5.5,,79.3,0.0,4.62,1.22,2003-08-02
8615,2003-08-03,00:00:00,14.3,6.4,20.0,6.5,498.2,75.3,0.0,4.1,1.15,2003-08-03
8616,2003-08-04,00:00:00,14.0,10.2,18.4,6.9,553.32,80.6,5.7,3.86,0.94,2003-08-04
8617,2003-08-05,00:00:00,13.4,10.8,17.6,2.2,409.16,85.3,0.6000000000000001,2.63,0.89,2003-08-05
8618,2003-08-06,00:00:00,13.4,9.0,17.4,4.9,527.88,80.6,0.0,3.84,1.13,2003-08-06
8619,2003-08-07,00:00:00,13.6,10.0,17.6,5.8,538.48,78.3,5.9,3.96,1.01,2003-08-07
8620,2003-08-08,00:00:00,12.9,9.4,18.2,4.8,362.52,78.0,1.0,1.58,0.78,2003-08-08
8621,2003-08-09,00:00:00,14.2,10.6,19.6,8.8,608.44,78.6,0.0,5.28,1.09,2003-08-09
8622,2003-08-10,00:00:00,13.4,9.6,18.4,1.7,322.24,82.0,6.5,2.28,0.55,2003-08-10
8623,2003-08-11,00:00:00,13.6,9.8,18.0,4.2,426.12,82.0,1.9,2.74,0.62,2003-08-11
8624,2003-08-12,00:00:00,14.1,8.4,20.6,7.2,500.32,79.0,0.0,4.44,0.71,2003-08-12
8625,2003-08-13,00:00:00,12.3,8.2,18.8,5.5,460.04,81.6,1.7,3.0,1.04,2003-08-13
8626,2003-08-14,00:00:00,12.5,7.4,17.4,8.6,591.48,79.6,0.2,4.12,1.12,2003-08-14
8627,2003-08-15,00:00:00,13.0,9.2,18.2,6.9,538.48,74.0,0.1,3.6,1.05,2003-08-15
8628,2003-08-16,00:00:00,12.7,5.6,19.2,7.8,570.28,19.0,0.2,4.36,1.13,2003-08-16
8629,2003-08-17,00:00:00,12.5,10.0,17.6,3.3,362.52,82.0,0.3,2.64,0.89,2003-08-17
8630,2003-08-18,00:00:00,13.8,9.2,18.4,8.8,663.56,74.3,0.0,5.48,1.14,2003-08-18
8631,2003-08-19,00:00:00,13.4,9.4,19.2,8.5,616.92,76.3,0.0,4.98,1.23,2003-08-19
8632,2003-08-20,00:00:00,13.1,10.6,18.0,3.1,373.12,79.6,0.0,2.78,0.9,2003-08-20
8633,2003-08-21,00:00:00,13.8,10.0,18.8,8.9,593.6,75.6,0.4,4.7,1.04,2003-08-21
8634,2003-08-22,00:00:00,13.7,8.6,19.2,9.5,585.12,75.0,0.0,4.1,1.12,2003-08-22
8635,2003-08-23,00:00:00,13.9,6.8,19.6,9.7,561.8,74.6,0.0,5.2,1.11,2003-08-23
8636,2003-08-24,00:00:00,13.4,9.6,18.2,3.8,298.92,81.0,0.2,2.82,0.8200000000000001,2003-08-24
8637,2003-08-25,00:00:00,13.3,9.0,18.4,8.0,517.28,77.3,4.7,4.26,1.22,2003-08-25
8638,2003-08-26,00:00:00,12.3,10.2,16.2,3.9,468.52,80.6,0.3,3.38,1.07,2003-08-26
8639,2003-08-27,00:00:00,12.3,8.2,17.4,4.2,477.0,79.0,1.0,3.86,1.06,2003-08-27
8640,2003-08-28,00:00:00,12.8,8.0,18.0,7.3,551.2,83.6,1.6,3.94,1.15,2003-08-28
8641,2003-08-29,00:00:00,10.6,9.2,13.4,0.5,241.68,,5.1,0.28,0.68,2003-08-29
8642,2003-08-30,00:00:00,10.9,9.4,13.4,1.3,275.6,89.6,0.4,1.4,0.79,2003-08-30
8643,2003-08-31,00:00:00,12.2,9.2,16.8,6.0,604.2,83.3,0.0,5.0,1.37,2003-08-31
8644,2003-09-01,00:00:00,12.7,6.0,19.8,5.3,,79.0,0.0,2.46,0.8200000000000001,2003-09-01
8645,2003-09-02,00:00:00,13.4,8.0,18.6,6.6,,80.3,1.9,3.28,1.0,2003-09-02
8646,2003-09-03,00:00:00,14.7,9.4,20.8,7.4,583.0,74.6,0.0,5.64,1.38,2003-09-03
8647,2003-09-04,00:00:00,13.0,11.4,15.0,0.0,214.12,88.3,0.8,1.64,0.59,2003-09-04
8648,2003-09-05,00:00:00,12.3,10.0,15.4,2.7,339.2,87.0,0.0,3.6,0.97,2003-09-05
8649,2003-09-06,00:00:00,12.9,9.0,16.6,4.7,434.6,83.3,0.0,2.6,0.86,2003-09-06
8650,2003-09-07,00:00:00,12.5,9.4,17.2,3.4,345.56,80.6,1.0,2.08,0.76,2003-09-07
8651,2003-09-08,00:00:00,12.0,8.2,15.6,6.5,576.64,84.0,0.9,3.28,1.28,2003-09-08
8652,2003-09-09,00:00:00,13.3,11.0,17.8,2.5,266.88,78.3,4.2,1.48,0.71,2003-09-09
8653,2003-09-10,00:00:00,13.8,10.2,19.0,3.1,415.52,82.6,3.7,2.56,0.53,2003-09-10
8654,2003-09-11,00:00:00,14.4,9.4,21.2,6.8,568.16,82.6,,4.06,0.65,2003-09-11
8655,2003-09-12,00:00:00,13.7,8.8,18.2,9.4,525.72,78.6,0.0,4.58,0.9,2003-09-12
8656,2003-09-13,00:00:00,11.8,4.4,17.6,5.7,419.76,81.3,1.0,2.6,1.09,2003-09-13
8657,2003-09-14,00:00:00,12.3,9.2,15.8,7.0,513.04,84.6,0.5,2.82,1.2,2003-09-14
8658,2003-09-15,00:00:00,11.9,10.0,15.8,1.9,489.72,84.0,0.0,2.88,0.93,2003-09-15
8659,2003-09-16,00:00:00,13.2,7.6,17.6,2.6,409.16,75.6,0.0,2.84,0.98,2003-09-16
8660,2003-09-17,00:00:00,12.5,7.8,17.2,3.3,445.2,82.0,0.0,2.76,1.04,2003-09-17
8661,2003-09-18,00:00:00,11.7,9.6,15.6,0.9,377.36,86.6,0.0,2.7,0.86,2003-09-18
8662,2003-09-19,00:00:00,13.1,6.4,18.0,8.0,608.44,79.0,0.0,3.96,1.07,2003-09-19
8663,2003-09-20,00:00:00,12.6,10.6,16.8,1.1,381.6,82.0,0.3,2.6,0.74,2003-09-20
8664,2003-09-21,00:00:00,13.9,7.6,19.2,5.7,602.08,80.0,0.0,4.86,1.01,2003-09-21
8665,2003-09-22,00:00:00,12.4,10.4,17.4,3.8,368.88,85.3,0.0,2.7,0.9,2003-09-22
8666,2003-09-23,00:00:00,11.6,5.4,17.2,3.2,392.2,87.6,0.8,1.28,0.5700000000000001,2003-09-23
8667,2003-09-24,00:00:00,13.2,8.8,19.6,5.4,519.4,77.3,1.7,3.46,0.77,2003-09-24
8668,2003-09-25,00:00:00,14.1,6.8,20.2,5.0,447.32,76.6,0.0,3.68,0.8200000000000001,2003-09-25
8669,2003-09-26,00:00:00,13.9,9.0,20.2,4.7,375.24,79.3,2.7,1.96,0.5700000000000001,2003-09-26
8670,2003-09-27,00:00:00,13.3,9.8,20.2,6.7,525.76,83.6,,4.72,0.79,2003-09-27
8671,2003-09-28,00:00:00,12.8,8.2,18.6,3.1,347.68,84.3,3.6,2.66,0.48,2003-09-28
8672,2003-09-29,00:00:00,12.6,9.6,15.6,1.3,339.2,84.0,0.0,2.28,0.81,2003-09-29
8673,2003-09-30,00:00:00,13.9,10.0,18.0,2.8,483.36,80.0,1.1,3.44,0.92,2003-09-30
8674,2003-10-01,00:00:00,12.8,4.6,19.2,10.2,,77.0,0.0,4.76,1.09,2003-10-01
8675,2003-10-02,00:00:00,14.2,9.2,19.8,5.9,,77.6,0.0,4.7,1.1,2003-10-02
8676,2003-10-03,00:00:00,14.4,10.8,20.8,6.8,538.48,74.6,0.0,4.86,1.26,2003-10-03
8677,2003-10-04,00:00:00,13.4,11.4,17.4,0.7000000000000001,305.28,83.3,4.0,2.4,0.62,2003-10-04
8678,2003-10-05,00:00:00,13.3,10.0,17.4,9.1,576.64,86.0,0.2,4.28,1.15,2003-10-05
8679,2003-10-06,00:00:00,13.8,9.6,17.8,6.6,468.52,78.6,0.5,3.78,0.98,2003-10-06
8680,2003-10-07,00:00:00,12.6,6.4,18.2,6.8,445.2,80.0,0.0,2.06,0.84,2003-10-07
8681,2003-10-08,00:00:00,12.3,9.0,16.8,7.1,551.2,81.6,0.0,4.38,1.16,2003-10-08
8682,2003-10-09,00:00:00,13.4,10.2,18.2,4.1,464.28,81.0,,3.82,1.0,2003-10-09
8683,2003-10-10,00:00:00,14.1,10.2,19.2,4.0,413.4,79.3,,2.6,0.62,2003-10-10
8684,2003-10-11,00:00:00,12.6,9.8,15.8,0.4,265.0,85.6,0.4,1.58,0.39,2003-10-11
8685,2003-10-12,00:00:00,14.2,8.0,19.4,9.6,508.8,77.0,0.0,3.96,0.86,2003-10-12
8686,2003-10-13,00:00:00,13.2,11.0,16.0,1.8,290.44,85.3,0.0,2.48,0.68,2003-10-13
8687,2003-10-14,00:00:00,13.5,10.6,17.4,2.5,381.6,85.6,3.2,2.2,0.67,2003-10-14
8688,2003-10-15,00:00:00,13.9,10.4,18.2,3.4,445.2,82.3,0.3,2.78,0.54,2003-10-15
8689,2003-10-16,00:00:00,13.1,11.2,18.6,1.2,301.04,82.0,0.4,1.62,0.49,2003-10-16
8690,2003-10-17,00:00:00,13.1,8.2,18.8,5.7,508.8,81.0,0.2,3.26,0.92,2003-10-17
8691,2003-10-18,00:00:00,14.5,10.6,19.2,8.0,570.28,78.6,0.9,4.42,1.05,2003-10-18
8692,2003-10-19,00:00:00,14.2,11.2,18.8,3.2,413.4,82.3,,3.78,0.91,2003-10-19
8693,2003-10-20,00:00:00,12.9,8.2,18.0,4.8,438.84,81.0,0.6000000000000001,2.98,0.76,2003-10-20
8694,2003-10-21,00:00:00,12.9,10.6,19.8,4.4,481.24,82.6,0.0,3.5,0.85,2003-10-21
8695,2003-10-22,00:00:00,13.9,6.8,19.8,9.3,686.88,74.3,0.0,4.8,0.91,2003-10-22
8696,2003-10-23,00:00:00,14.3,7.2,19.4,10.2,678.4,74.6,0.0,5.02,1.12,2003-10-23
8697,2003-10-24,00:00:00,14.5,6.2,19.6,8.8,557.56,72.0,0.2,4.52,0.93,2003-10-24
8698,2003-10-25,00:00:00,13.4,7.2,18.8,6.9,472.76,82.6,7.4,2.66,0.72,2003-10-25
8699,2003-10-26,00:00:00,15.1,10.6,20.8,6.9,523.04,79.0,,4.44,0.6900000000000001,2003-10-26
8700,2003-10-27,00:00:00,13.1,10.8,18.2,2.5,318.0,,,3.32,0.61,2003-10-27
8701,2003-10-28,00:00:00,14.3,9.6,18.6,4.8,400.68,77.3,4.0,2.42,0.56,2003-10-28
8702,2003-10-29,00:00:00,13.9,10.2,19.8,2.1,375.24,77.6,0.0,3.12,0.71,2003-10-29
8703,2003-10-30,00:00:00,12.9,11.0,17.4,2.1,301.04,83.0,,4.94,0.5700000000000001,2003-10-30
8704,2003-10-31,00:00:00,13.0,9.4,18.6,1.2,296.8,82.6,4.9,1.26,0.46,2003-10-31
8705,2003-11-01,00:00:00,13.7,7.8,19.6,10.4,,71.3,0.0,4.6,1.09,2003-11-01
