,Month,Hora,Temperatura_Media,Temperatura_Minima,Temperatura_Maxima,Brillo_Solar,Energia_Radiacion_Solar,Humedad_Relativa,Precipitaciones,Evaporaciones,Velocidad_del_Viento,FechaHora
736,1982-01-06,00:00:00,12.6,10.6,15.4,,,,0.0,4.11,,1982-01-06
737,1982-01-07,00:00:00,11.7,9.8,15.8,,,87.6,4.0,3.29,1.63,1982-01-07
738,1982-01-08,00:00:00,12.2,9.3,15.9,,,85.3,0.0,1.99,1.42,1982-01-08
739,1982-01-09,00:00:00,11.6,8.9,15.4,,,86.0,1.3,2.98,,1982-01-09
740,1982-01-10,00:00:00,10.5,9.0,14.2,,,,0.3,1.64,0.86,1982-01-10
741,1982-01-11,00:00:00,13.3,10.2,17.2,,,80.3,0.0,3.23,0.99,1982-01-11
742,1982-01-12,00:00:00,12.6,9.9,16.9,,,87.0,0.0,2.95,0.99,1982-01-12
743,1982-01-13,00:00:00,12.4,6.2,18.6,,,82.0,0.0,3.3,,1982-01-13
744,1982-01-14,00:00:00,10.5,7.0,20.6,,,79.3,0.0,4.71,,1982-01-14
745,1982-01-15,00:00:00,13.3,5.0,20.8,,,78.3,0.0,4.78,1.0,1982-01-15
746,1982-01-16,00:00:00,13.3,6.2,20.0,,,78.0,0.0,4.78,,1982-01-16
747,1982-01-17,00:00:00,13.3,4.8,21.0,,,80.0,0.0,4.44,0.85,1982-01-17
748,1982-01-18,00:00:00,14.0,5.3,19.6,,,74.6,0.0,5.8,1.21,1982-01-18
749,1982-01-19,00:00:00,11.5,0.2,19.2,,,63.0,0.0,4.97,,1982-01-19
750,1982-01-20,00:00:00,13.6,3.8,19.9,,,78.0,0.0,4.51,,1982-01-20
751,1982-01-21,00:00:00,14.1,4.0,21.8,,,70.6,0.0,4.49,,1982-01-21
752,1982-01-22,00:00:00,13.3,4.8,21.0,,,74.6,0.0,5.4,0.93,1982-01-22
753,1982-01-23,00:00:00,13.3,5.4,21.2,,,69.6,0.0,5.55,0.99,1982-01-23
754,1982-01-24,00:00:00,13.4,4.2,22.4,,,71.6,0.0,4.25,1.15,1982-01-24
755,1982-01-25,00:00:00,12.6,3.9,21.1,,,68.0,0.0,4.68,0.86,1982-01-25
756,1982-01-26,00:00:00,12.2,3.3,27.7,,,73.3,0.0,4.35,,1982-01-26
757,1982-01-27,00:00:00,13.5,5.4,18.5,,,78.6,0.0,3.38,,1982-01-27
758,1982-01-28,00:00:00,13.3,10.9,18.5,,,76.3,0.0,4.56,,1982-01-28
759,1982-01-29,00:00:00,14.3,9.9,20.4,,,73.0,0.0,4.49,1.03,1982-01-29
760,1982-01-30,00:00:00,13.6,8.6,19.8,,,72.6,0.0,3.48,0.96,1982-01-30
761,1982-01-31,00:00:00,14.0,8.6,20.8,,,69.6,0.0,4.13,0.95,1982-01-31
762,1982-02-01,00:00:00,13.1,7.8,18.2,,,84.6,0.0,2.54,,1982-02-01
763,1982-02-02,00:00:00,11.1,8.5,20.1,,,86.6,0.0,3.64,,1982-02-02
764,1982-02-03,00:00:00,14.6,10.3,21.9,,,78.6,4.8,4.51,,1982-02-03
765,1982-02-04,00:00:00,13.8,10.6,12.8,,,79.5,0.7000000000000001,2.86,0.99,1982-02-04
766,1982-02-05,00:00:00,13.1,10.8,16.8,,,88.0,0.1,3.2,0.5700000000000001,1982-02-05
767,1982-02-06,00:00:00,12.3,9.4,15.4,,,89.3,0.2,3.08,,1982-02-06
768,1982-02-07,00:00:00,11.3,8.9,14.8,,,,0.3,2.96,1.22,1982-02-07
769,1982-02-08,00:00:00,11.8,9.0,15.5,,,86.3,1.6,4.02,1.58,1982-02-08
770,1982-02-09,00:00:00,12.2,9.6,15.7,,,87.3,0.0,3.99,,1982-02-09
771,1982-02-10,00:00:00,12.4,4.6,18.5,,,82.0,0.6000000000000001,3.3,,1982-02-10
772,1982-02-11,00:00:00,12.8,9.5,18.1,,,85.0,0.0,2.4,,1982-02-11
773,1982-02-12,00:00:00,12.4,6.8,17.1,,,86.6,0.0,3.82,1.01,1982-02-12
774,1982-02-13,00:00:00,14.1,10.6,18.2,,,83.6,2.3,1.88,0.5700000000000001,1982-02-13
775,1982-02-14,00:00:00,13.8,10.6,19.8,,,86.0,7.4,5.58,0.98,1982-02-14
776,1982-02-15,00:00:00,10.5,10.7,17.6,,,88.3,5.1,1.49,,1982-02-15
777,1982-02-16,00:00:00,13.8,9.2,19.4,,,77.0,0.0,3.21,,1982-02-16
778,1982-02-17,00:00:00,11.9,8.6,16.2,,,,2.0,0.96,,1982-02-17
779,1982-02-18,00:00:00,14.0,9.7,20.4,,,79.0,0.0,4.74,,1982-02-18
780,1982-02-19,00:00:00,13.9,10.4,19.2,,,85.6,,3.48,,1982-02-19
781,1982-02-20,00:00:00,11.2,9.2,19.0,,,81.6,0.5,2.17,0.68,1982-02-20
782,1982-02-21,00:00:00,14.5,9.8,21.0,,,79.6,0.0,3.55,,1982-02-21
783,1982-02-22,00:00:00,13.7,8.4,18.4,,,83.0,0.0,2.98,,1982-02-22
784,1982-02-23,00:00:00,13.0,9.6,17.4,,,84.3,0.0,3.07,,1982-02-23
785,1982-02-24,00:00:00,13.8,10.2,18.6,,,84.3,0.0,4.03,,1982-02-24
786,1982-02-25,00:00:00,14.3,10.7,19.0,,,80.6,0.0,4.9,,1982-02-25
787,1982-02-26,00:00:00,13.7,10.2,18.6,,,82.3,0.0,5.06,,1982-02-26
788,1982-02-27,00:00:00,14.4,8.8,19.4,,,81.0,2.3,4.54,,1982-02-27
789,1982-02-28,00:00:00,14.5,9.0,19.4,,,81.6,0.5,4.3,1.21,1982-02-28
790,1982-03-01,00:00:00,12.8,10.4,18.4,,,86.3,2.9,2.18,0.64,1982-03-01
791,1982-03-02,00:00:00,13.1,8.0,18.6,,,79.6,0.0,4.4,,1982-03-02
792,1982-03-03,00:00:00,14.4,9.1,21.2,,,78.6,0.0,,,1982-03-03
793,1982-03-04,00:00:00,14.1,10.3,19.4,,,71.0,,2.3,0.9,1982-03-04
794,1982-03-05,00:00:00,14.2,11.0,17.8,,,85.3,0.0,4.0,,1982-03-05
795,1982-03-06,00:00:00,12.3,9.7,16.0,,,88.6,0.0,2.35,,1982-03-06
796,1982-03-07,00:00:00,11.1,8.9,13.7,,,,3.2,1.66,0.65,1982-03-07
797,1982-03-08,00:00:00,10.6,7.5,14.4,,,84.6,0.0,3.19,,1982-03-08
798,1982-03-09,00:00:00,11.9,7.8,16.1,,,89.0,0.9,,1.09,1982-03-09
799,1982-03-10,00:00:00,12.6,8.8,16.8,,,83.3,0.0,4.96,1.14,1982-03-10
800,1982-03-11,00:00:00,13.5,9.5,20.6,,,81.6,4.4,3.0,0.76,1982-03-11
801,1982-03-12,00:00:00,13.1,7.8,18.6,,,82.6,1.8,4.43,0.97,1982-03-12
802,1982-03-13,00:00:00,13.7,7.4,18.8,,,80.6,0.9,4.91,,1982-03-13
803,1982-03-14,00:00:00,14.2,7.6,18.4,,,82.0,1.3,,,1982-03-14
804,1982-03-15,00:00:00,13.0,7.8,19.6,,,68.6,8.3,4.17,,1982-03-15
805,1982-03-16,00:00:00,13.7,8.0,19.6,,,84.3,0.0,,,1982-03-16
806,1982-03-17,00:00:00,13.2,8.3,18.4,,,85.6,4.7,4.05,,1982-03-17
807,1982-03-18,00:00:00,13.4,9.8,17.2,,,85.0,0.0,,,1982-03-18
808,1982-03-19,00:00:00,13.2,10.6,18.0,,,90.3,2.5,2.92,,1982-03-19
809,1982-03-20,00:00:00,13.3,10.4,16.4,,,87.0,2.4,2.42,,1982-03-20
810,1982-03-21,00:00:00,13.1,10.5,16.4,,,87.6,0.0,,,1982-03-21
811,1982-03-22,00:00:00,13.2,10.6,17.0,,,88.0,0.5,3.4,,1982-03-22
812,1982-03-23,00:00:00,13.3,10.3,17.4,,,90.3,,3.6,,1982-03-23
813,1982-03-24,00:00:00,12.9,9.2,18.9,,,88.3,,5.6,,1982-03-24
814,1982-03-25,00:00:00,14.1,9.9,18.9,,,83.6,3.4,2.59,,1982-03-25
815,1982-03-26,00:00:00,13.4,10.8,17.8,,,88.0,2.3,2.67,,1982-03-26
816,1982-03-27,00:00:00,13.6,7.6,16.6,,,87.0,1.0,2.6,,1982-03-27
817,1982-03-28,00:00:00,13.3,7.9,16.2,,,89.0,0.0,,,1982-03-28
818,1982-03-29,00:00:00,13.1,9.8,18.0,,,89.0,0.0,3.5,,1982-03-29
819,1982-03-30,00:00:00,13.8,10.6,17.0,,,84.0,0.0,3.5,,1982-03-30
820,1982-03-31,00:00:00,13.6,9.6,17.8,,,88.0,0.3,2.9,,1982-03-31
821,1982-04-01,00:00:00,13.5,10.0,18.4,,,80.6,0.9,3.42,0.75,1982-04-01
822,1982-04-02,00:00:00,11.7,7.4,19.4,,,77.3,0.2,4.6,,1982-04-02
823,1982-04-03,00:00:00,14.2,10.2,19.8,,,75.6,0.0,,,1982-04-03
824,1982-04-04,00:00:00,13.2,9.8,19.6,,,73.0,0.2,3.24,0.74,1982-04-04
825,1982-04-05,00:00:00,14.3,11.4,18.6,,,83.0,0.0,4.0,,1982-04-05
826,1982-04-06,00:00:00,12.6,8.8,16.0,,,88.6,0.0,3.09,,1982-04-06
827,1982-04-07,00:00:00,11.9,7.6,16.2,,,88.3,1.2,1.37,1.12,1982-04-07
828,1982-04-08,00:00:00,11.4,5.6,16.8,,,74.0,0.0,5.13,,1982-04-08
829,1982-04-09,00:00:00,12.0,10.0,16.6,,,,0.3,3.18,1.15,1982-04-09
830,1982-04-10,00:00:00,12.2,9.2,17.4,,,82.6,1.3,4.69,1.13,1982-04-10
831,1982-04-11,00:00:00,13.8,7.5,19.4,,,76.0,0.0,3.39,,1982-04-11
832,1982-04-12,00:00:00,13.6,11.2,17.4,,,87.6,0.0,2.01,0.75,1982-04-12
833,1982-04-13,00:00:00,14.3,10.8,19.0,,,77.0,0.9,3.96,1.66,1982-04-13
834,1982-04-14,00:00:00,14.8,9.8,20.4,,,79.0,0.0,3.75,0.8300000000000001,1982-04-14
835,1982-04-15,00:00:00,15.2,9.6,20.6,,,72.0,0.0,3.94,0.8200000000000001,1982-04-15
836,1982-04-16,00:00:00,13.6,9.4,18.2,,,88.3,0.6000000000000001,2.15,0.89,1982-04-16
837,1982-04-17,00:00:00,13.0,11.6,17.0,,,87.6,,2.71,0.89,1982-04-17
838,1982-04-18,00:00:00,13.0,10.2,16.6,,,82.0,0.4,2.08,0.59,1982-04-18
839,1982-04-19,00:00:00,12.7,10.6,15.8,,,88.6,0.0,,1.07,1982-04-19
840,1982-04-20,00:00:00,13.0,8.2,17.0,,,85.3,0.9,2.5,1.11,1982-04-20
841,1982-04-21,00:00:00,11.7,10.8,14.7,,,,1.2,1.5,0.74,1982-04-21
842,1982-04-22,00:00:00,13.7,8.6,18.4,,,85.0,3.0,4.7,1.15,1982-04-22
843,1982-04-23,00:00:00,13.7,8.9,18.8,,,86.3,1.0,3.23,0.94,1982-04-23
844,1982-04-24,00:00:00,14.3,12.0,14.0,,,86.0,0.2,4.3,1.09,1982-04-24
845,1982-04-25,00:00:00,13.3,11.8,17.0,,,90.3,0.0,3.27,1.23,1982-04-25
846,1982-04-26,00:00:00,13.2,11.2,17.8,,,88.3,0.2,3.56,0.89,1982-04-26
847,1982-04-27,00:00:00,12.9,10.4,16.6,,,,0.0,,0.89,1982-04-27
848,1982-04-28,00:00:00,13.0,9.3,17.6,,,86.6,,2.97,0.5700000000000001,1982-04-28
849,1982-04-29,00:00:00,13.8,10.2,19.0,,,85.3,7.7,2.33,0.54,1982-04-29
850,1982-04-30,00:00:00,11.7,11.2,15.4,,,,,1.32,0.34,1982-04-30
851,1982-05-01,00:00:00,13.8,10.0,19.5,,,82.0,0.8,4.42,0.96,1982-05-01
852,1982-05-02,00:00:00,10.8,11.2,18.0,,,88.0,1.1,2.1,,1982-05-02
853,1982-05-03,00:00:00,13.9,7.7,20.8,,,78.6,0.0,,,1982-05-03
854,1982-05-04,00:00:00,12.3,10.2,17.3,,,83.0,1.8,3.8,1.15,1982-05-04
855,1982-05-05,00:00:00,13.9,11.4,18.4,,,83.6,0.0,4.08,,1982-05-05
856,1982-05-06,00:00:00,12.6,9.2,15.0,,,,1.2,1.18,,1982-05-06
857,1982-05-07,00:00:00,11.7,9.3,15.6,,,,0.1,2.73,1.06,1982-05-07
858,1982-05-08,00:00:00,12.5,4.7,18.8,,,72.3,1.1,4.99,1.81,1982-05-08
859,1982-05-09,00:00:00,11.5,9.8,16.6,,,88.0,2.8,2.37,,1982-05-09
860,1982-05-10,00:00:00,13.5,8.7,18.4,,,88.6,1.3,3.35,0.92,1982-05-10
861,1982-05-11,00:00:00,13.2,7.4,18.6,,,84.3,0.2,2.86,,1982-05-11
862,1982-05-12,00:00:00,13.5,9.2,18.9,,,82.6,1.0,3.09,0.94,1982-05-12
863,1982-05-13,00:00:00,12.7,6.6,15.8,,,84.3,0.0,2.91,1.13,1982-05-13
864,1982-05-14,00:00:00,13.6,11.0,17.4,,,82.6,2.0,3.85,0.97,1982-05-14
865,1982-05-15,00:00:00,13.4,9.8,17.0,,,82.3,0.8,3.83,1.21,1982-05-15
866,1982-05-16,00:00:00,13.5,10.0,17.6,,,87.3,0.0,3.08,,1982-05-16
867,1982-05-17,00:00:00,14.1,9.8,19.2,,,82.0,0.0,3.94,0.92,1982-05-17
868,1982-05-18,00:00:00,14.2,11.0,17.0,,,87.6,0.4,2.9,0.89,1982-05-18
869,1982-05-19,00:00:00,11.9,9.0,15.2,,,,5.4,2.16,0.62,1982-05-19
870,1982-05-20,00:00:00,11.9,7.6,18.8,,,,,2.74,0.7000000000000001,1982-05-20
871,1982-05-21,00:00:00,12.6,8.9,15.4,,,84.3,4.6,1.58,0.49,1982-05-21
872,1982-05-22,00:00:00,13.8,11.2,17.2,,,89.0,4.8,1.97,0.7000000000000001,1982-05-22
873,1982-05-23,00:00:00,11.4,8.4,15.6,,,,0.1,2.45,0.91,1982-05-23
874,1982-05-24,00:00:00,11.4,6.6,16.4,,,90.0,9.2,2.8,0.92,1982-05-24
875,1982-05-25,00:00:00,13.7,9.9,17.0,,,85.3,0.9,3.75,1.05,1982-05-25
876,1982-05-26,00:00:00,12.6,9.1,17.0,,,86.3,0.0,3.0,0.89,1982-05-26
877,1982-05-27,00:00:00,13.7,9.4,18.0,,,84.3,1.5,4.8,0.97,1982-05-27
878,1982-05-28,00:00:00,11.2,10.8,13.0,,,,0.8,1.55,0.56,1982-05-28
879,1982-05-29,00:00:00,12.4,8.6,16.6,,,,7.0,2.78,0.99,1982-05-29
880,1982-05-30,00:00:00,12.3,10.0,15.6,,,,0.7000000000000001,4.4,1.11,1982-05-30
881,1982-05-31,00:00:00,12.5,9.6,14.8,,,,0.6000000000000001,3.49,0.97,1982-05-31
882,1982-06-01,00:00:00,14.4,8.4,19.4,,,76.3,0.4,4.0,1.07,1982-06-01
883,1982-06-02,00:00:00,13.1,8.0,18.8,,,84.3,8.5,6.2,,1982-06-02
884,1982-06-03,00:00:00,14.6,9.0,23.6,,,70.0,0.0,5.5,,1982-06-03
885,1982-06-04,00:00:00,13.5,10.4,18.6,,,82.0,,1.55,0.74,1982-06-04
886,1982-06-05,00:00:00,13.2,6.9,19.0,,,88.6,0.0,3.02,,1982-06-05
887,1982-06-06,00:00:00,12.5,10.6,19.2,,,87.6,0.3,3.26,,1982-06-06
888,1982-06-07,00:00:00,11.2,9.7,14.0,,,,3.2,1.16,0.93,1982-06-07
889,1982-06-08,00:00:00,11.4,7.9,15.2,,,86.3,2.7,2.03,,1982-06-08
890,1982-06-09,00:00:00,10.9,7.0,15.1,,,,0.0,3.28,,1982-06-09
891,1982-06-10,00:00:00,13.1,9.0,12.2,,,84.0,4.1,3.27,,1982-06-10
892,1982-06-11,00:00:00,11.7,10.0,16.3,,,82.6,0.0,3.61,,1982-06-11
893,1982-06-12,00:00:00,13.3,8.9,17.8,,,81.3,0.0,4.71,1.3,1982-06-12
894,1982-06-13,00:00:00,12.6,6.0,16.6,,,,0.0,2.84,,1982-06-13
895,1982-06-14,00:00:00,12.8,9.0,16.8,,,84.3,0.0,2.4,,1982-06-14
896,1982-06-15,00:00:00,11.6,8.6,14.9,,,88.6,0.0,2.64,,1982-06-15
897,1982-06-16,00:00:00,12.1,8.4,15.8,,,88.3,4.0,3.8,,1982-06-16
898,1982-06-17,00:00:00,12.0,9.9,15.6,,,,1.9,2.1,0.9,1982-06-17
899,1982-06-18,00:00:00,11.0,8.8,12.8,,,,6.3,1.4,0.61,1982-06-18
900,1982-06-19,00:00:00,13.2,8.7,17.6,,,87.0,0.0,,,1982-06-19
901,1982-06-20,00:00:00,11.4,8.3,15.7,,,,2.5,1.73,,1982-06-20
902,1982-06-21,00:00:00,11.4,7.7,14.8,,,,2.9,,,1982-06-21
903,1982-06-22,00:00:00,11.7,8.6,14.6,,,,0.0,2.21,,1982-06-22
904,1982-06-23,00:00:00,11.9,8.9,14.3,,,89.0,0.0,2.53,,1982-06-23
905,1982-06-24,00:00:00,12.2,9.6,16.2,,,87.6,0.0,2.34,,1982-06-24
906,1982-06-25,00:00:00,12.4,7.2,16.4,,,84.0,0.0,2.59,,1982-06-25
907,1982-06-26,00:00:00,12.9,4.6,18.3,,,82.6,0.7000000000000001,2.84,0.87,1982-06-26
908,1982-06-27,00:00:00,11.5,8.5,14.2,,,,0.0,2.61,,1982-06-27
909,1982-06-28,00:00:00,12.5,9.6,16.4,,,87.0,0.0,3.81,,1982-06-28
910,1982-06-29,00:00:00,12.0,9.4,16.4,,,86.3,3.6,,,1982-06-29
911,1982-06-30,00:00:00,11.4,9.6,13.6,,,,4.1,2.04,,1982-06-30
912,1982-07-01,00:00:00,12.1,10.2,16.8,,,85.6,0.5,2.74,,1982-07-01
913,1982-07-02,00:00:00,13.5,9.4,18.6,,,81.0,2.4,3.25,1.08,1982-07-02
914,1982-07-03,00:00:00,14.3,5.8,22.4,,,72.3,0.0,,,1982-07-03
915,1982-07-04,00:00:00,12.8,9.8,18.4,,,68.0,0.0,3.78,0.5,1982-07-04
916,1982-07-05,00:00:00,14.2,11.0,18.4,,,85.6,5.7,4.13,1.03,1982-07-05
917,1982-07-06,00:00:00,12.4,9.2,15.6,,,89.0,0.0,3.52,,1982-07-06
918,1982-07-07,00:00:00,12.6,7.8,16.9,,,85.3,0.0,2.83,,1982-07-07
919,1982-07-08,00:00:00,11.4,9.1,14.9,,,87.0,0.4,2.21,,1982-07-08
920,1982-07-09,00:00:00,11.6,7.6,15.8,,,85.6,0.0,3.19,,1982-07-09
921,1982-07-10,00:00:00,13.5,9.2,18.9,,,82.3,0.1,3.99,1.09,1982-07-10
922,1982-07-11,00:00:00,11.9,7.2,16.4,,,82.6,0.0,3.14,,1982-07-11
923,1982-07-12,00:00:00,13.5,10.7,18.0,,,79.3,0.2,3.88,1.13,1982-07-12
924,1982-07-13,00:00:00,11.2,8.7,14.4,,,84.6,0.0,4.02,,1982-07-13
925,1982-07-14,00:00:00,11.5,8.3,16.8,,,89.6,0.0,2.5,0.85,1982-07-14
926,1982-07-15,00:00:00,11.2,7.8,15.6,,,87.6,0.0,4.6,,1982-07-15
927,1982-07-16,00:00:00,12.7,7.6,16.7,,,80.3,1.1,4.45,1.41,1982-07-16
928,1982-07-17,00:00:00,12.6,9.0,15.8,,,87.3,0.0,3.98,,1982-07-17
929,1982-07-18,00:00:00,11.5,7.2,16.6,,,84.3,1.0,2.96,1.08,1982-07-18
930,1982-07-19,00:00:00,11.2,8.8,14.7,,,85.6,0.3,1.81,0.6900000000000001,1982-07-19
931,1982-07-20,00:00:00,11.1,8.8,15.8,,,82.6,0.0,3.2,,1982-07-20
932,1982-07-21,00:00:00,12.0,5.6,16.8,,,82.3,0.1,4.8,1.52,1982-07-21
933,1982-07-22,00:00:00,11.4,9.0,16.4,,,88.6,2.7,3.3,1.38,1982-07-22
934,1982-07-23,00:00:00,11.2,8.8,15.2,,,85.6,0.6000000000000001,2.3,1.52,1982-07-23
935,1982-07-24,00:00:00,11.8,8.6,15.9,,,85.6,0.0,1.05,1.01,1982-07-24
936,1982-07-25,00:00:00,12.5,5.2,15.7,,,89.0,1.1,3.07,1.26,1982-07-25
937,1982-07-26,00:00:00,12.4,9.8,16.4,,,81.3,8.7,5.18,1.41,1982-07-26
938,1982-07-27,00:00:00,11.6,8.2,14.7,,,,2.6,1.2,0.5700000000000001,1982-07-27
939,1982-07-28,00:00:00,12.3,9.7,16.1,,,86.3,0.5,3.25,0.8200000000000001,1982-07-28
940,1982-07-29,00:00:00,11.5,7.5,15.2,,,84.0,1.5,3.56,1.68,1982-07-29
941,1982-07-30,00:00:00,11.4,9.0,15.3,,,85.0,0.0,2.25,,1982-07-30
942,1982-07-31,00:00:00,11.6,7.8,17.2,,,87.0,0.0,3.06,,1982-07-31
943,1982-08-01,00:00:00,12.2,4.8,19.8,,,76.3,0.0,3.56,,1982-08-01
944,1982-08-02,00:00:00,12.8,9.2,17.8,,,84.3,0.0,5.05,0.95,1982-08-02
945,1982-08-03,00:00:00,13.6,6.3,21.8,,,74.6,0.0,3.0,,1982-08-03
946,1982-08-04,00:00:00,13.2,10.2,19.4,,,71.6,0.0,4.08,0.64,1982-08-04
947,1982-08-05,00:00:00,12.1,10.8,19.0,,,89.0,,1.13,0.62,1982-08-05
948,1982-08-06,00:00:00,12.4,10.6,15.2,,,89.3,0.0,2.9,,1982-08-06
949,1982-08-07,00:00:00,10.9,5.8,15.4,,,,1.8,3.01,,1982-08-07
950,1982-08-08,00:00:00,12.1,8.8,16.8,,,78.6,0.0,4.87,,1982-08-08
951,1982-08-09,00:00:00,11.9,6.9,17.2,,,84.3,0.0,2.99,,1982-08-09
952,1982-08-10,00:00:00,13.7,9.7,18.0,,,80.6,0.1,4.55,1.19,1982-08-10
953,1982-08-11,00:00:00,13.6,9.9,18.1,,,76.3,0.0,4.99,,1982-08-11
954,1982-08-12,00:00:00,13.1,11.0,17.7,,,81.6,1.4,3.19,1.13,1982-08-12
955,1982-08-13,00:00:00,11.7,8.2,16.2,,,84.6,1.3,3.33,1.14,1982-08-13
956,1982-08-14,00:00:00,11.3,8.8,14.2,,,,3.3,3.25,1.36,1982-08-14
957,1982-08-15,00:00:00,11.9,9.6,16.0,,,88.0,3.6,1.9,1.26,1982-08-15
958,1982-08-16,00:00:00,11.6,8.2,15.0,,,83.3,4.8,4.33,1.31,1982-08-16
959,1982-08-17,00:00:00,11.1,7.2,14.6,,,89.6,0.9,2.9,1.21,1982-08-17
960,1982-08-18,00:00:00,11.9,8.5,16.8,,,84.6,0.6000000000000001,3.31,1.48,1982-08-18
961,1982-08-19,00:00:00,11.7,9.4,15.0,,,87.6,0.1,3.08,1.38,1982-08-19
962,1982-08-20,00:00:00,12.2,8.8,16.0,,,85.0,0.2,2.43,1.13,1982-08-20
963,1982-08-21,00:00:00,11.9,9.6,16.0,,,82.3,0.0,4.01,,1982-08-21
964,1982-08-22,00:00:00,11.5,7.8,15.4,,,81.6,1.3,3.65,1.53,1982-08-22
965,1982-08-23,00:00:00,12.6,9.6,17.0,,,83.3,0.0,4.09,,1982-08-23
966,1982-08-24,00:00:00,11.7,7.2,16.8,,,84.0,0.0,4.02,,1982-08-24
967,1982-08-25,00:00:00,12.2,8.1,17.9,,,79.3,0.0,4.82,,1982-08-25
968,1982-08-26,00:00:00,12.0,5.7,17.6,,,84.0,0.0,4.19,,1982-08-26
969,1982-08-27,00:00:00,12.7,7.1,18.1,,,82.0,1.9,5.07,1.7,1982-08-27
970,1982-08-28,00:00:00,11.8,8.4,16.9,,,84.3,1.2,3.52,1.51,1982-08-28
971,1982-08-29,00:00:00,12.2,8.6,16.8,,,83.6,0.0,4.08,,1982-08-29
972,1982-08-30,00:00:00,11.3,6.2,16.8,,,85.6,0.0,3.2,,1982-08-30
973,1982-08-31,00:00:00,12.5,9.2,17.4,,,81.0,4.8,2.89,1.26,1982-08-31
974,1982-09-01,00:00:00,13.0,5.2,18.6,,,82.0,0.8,4.16,0.98,1982-09-01
975,1982-09-02,00:00:00,12.6,9.5,16.8,,,83.3,0.0,3.55,,1982-09-02
976,1982-09-03,00:00:00,14.1,6.6,20.0,,,72.3,0.0,4.15,,1982-09-03
977,1982-09-04,00:00:00,12.7,11.0,16.8,,,73.6,1.4,6.12,1.01,1982-09-04
978,1982-09-05,00:00:00,12.6,10.0,18.4,,,88.6,0.2,2.26,0.99,1982-09-05
979,1982-09-06,00:00:00,10.7,9.2,16.8,,,,9.9,,,1982-09-06
980,1982-09-07,00:00:00,12.2,7.4,16.2,,,85.6,0.0,2.24,,1982-09-07
981,1982-09-08,00:00:00,11.8,3.5,16.8,,,72.3,0.8,4.34,1.67,1982-09-08
982,1982-09-09,00:00:00,13.1,8.2,16.6,,,82.3,0.0,3.0,,1982-09-09
983,1982-09-10,00:00:00,13.4,10.2,18.1,,,86.3,,4.18,1.09,1982-09-10
984,1982-09-11,00:00:00,13.2,8.7,17.2,,,83.0,0.0,4.21,,1982-09-11
985,1982-09-12,00:00:00,12.7,9.8,16.6,,,82.3,0.0,1.81,0.79,1982-09-12
986,1982-09-13,00:00:00,13.4,9.8,17.4,,,82.3,0.0,3.99,,1982-09-13
987,1982-09-14,00:00:00,12.6,9.0,17.0,,,82.3,0.4,2.08,1.03,1982-09-14
988,1982-09-15,00:00:00,12.6,8.6,18.0,,,84.6,0.0,2.74,,1982-09-15
989,1982-09-16,00:00:00,13.1,9.5,17.2,,,81.6,0.0,3.5,,1982-09-16
990,1982-09-17,00:00:00,13.9,9.0,17.2,,,76.6,6.3,4.67,,1982-09-17
991,1982-09-18,00:00:00,13.0,8.8,18.2,,,82.3,0.0,4.41,1.31,1982-09-18
992,1982-09-19,00:00:00,13.0,8.0,17.6,,,81.0,0.0,4.52,,1982-09-19
993,1982-09-20,00:00:00,12.2,9.3,16.0,,,83.6,0.0,3.0,,1982-09-20
994,1982-09-21,00:00:00,11.9,9.1,16.6,,,78.3,0.0,3.17,,1982-09-21
995,1982-09-22,00:00:00,11.8,6.8,14.8,,,,0.2,1.43,,1982-09-22
996,1982-09-23,00:00:00,12.5,7.0,16.7,,,81.3,0.3,3.18,1.22,1982-09-23
997,1982-09-24,00:00:00,12.6,9.2,17.0,,,84.0,2.4,3.01,,1982-09-24
998,1982-09-25,00:00:00,13.3,9.6,18.2,,,79.3,0.0,3.27,0.77,1982-09-25
999,1982-09-26,00:00:00,12.2,7.4,17.0,,,90.0,2.4,1.64,,1982-09-26
1000,1982-09-27,00:00:00,14.7,9.6,20.2,,,74.0,0.4,3.88,,1982-09-27
1001,1982-09-28,00:00:00,13.6,10.2,19.6,,,80.0,7.5,3.62,0.65,1982-09-28
1002,1982-09-29,00:00:00,12.7,9.8,16.6,,,82.3,0.0,3.4,,1982-09-29
1003,1982-09-30,00:00:00,12.6,0.0,16.6,,,80.0,1.8,3.57,1.26,1982-09-30
1004,1982-10-01,00:00:00,13.3,7.8,17.4,,,81.6,0.0,4.26,,1982-10-01
1005,1982-10-02,00:00:00,13.3,9.1,17.6,,,82.3,0.0,4.5,,1982-10-02
1006,1982-10-03,00:00:00,13.3,10.1,20.4,,,83.0,,4.36,,1982-10-03
1007,1982-10-04,00:00:00,11.7,11.4,13.8,,,,0.0,2.6,1.08,1982-10-04
1008,1982-10-05,00:00:00,12.8,9.4,14.2,,,87.3,0.0,2.51,,1982-10-05
1009,1982-10-06,00:00:00,12.9,5.6,17.4,,,88.3,0.5,4.47,,1982-10-06
1010,1982-10-07,00:00:00,12.3,8.0,16.5,,,81.0,0.7000000000000001,4.49,1.15,1982-10-07
1011,1982-10-08,00:00:00,10.5,8.1,14.0,,,87.3,0.1,2.59,1.35,1982-10-08
